2013-14 State, District, School Level EOG and EOC Report								
Percentages greater than 95 are displayed as >95 and percentages less than 5 are displayed as <5.								
Results are blank or excluded from the file if the denominator is less than 5 scores or students.								
College & Career Ready (CCR) - Level 4 & 5 /Grade Level Proficient (GLP) - Level 3 & Above								
								
Note:  Filter applied to all columns headers.  For sorting or filtering, click on the down arrow.								
District Name	School Name	School Code	Subject	Percent Level 1	Percent Level 2	Percent Level 3	Percent Level 4	Percent Level 5
Johnston County Schools	Micro-Pine Level Elementary	510372	EOG Grade 5	23.5	25.3	15.4	30.2	5.6
Johnston County Schools	Micro-Pine Level Elementary	510372	All Reading	28.9	26.5	14.6	25.8	<5
Johnston County Schools	Micro-Pine Level Elementary	510372	Reading Grade 3	20.0	30.0	14.0	30.0	6.0
Johnston County Schools	Micro-Pine Level Elementary	510372	Reading Grade 4	35.9	23.9	12.0	25.0	<5
Johnston County Schools	Micro-Pine Level Elementary	510372	Reading Grade 5	31.6	25.3	17.9	22.1	<5
Johnston County Schools	Micro-Pine Level Elementary	510372	All Math	17.4	31.0	11.1	31.4	9.1
Johnston County Schools	Micro-Pine Level Elementary	510372	Math Grade 3	16.0	36.0	12.0	28.0	8.0
Johnston County Schools	Micro-Pine Level Elementary	510372	Math Grade 4	19.6	31.5	8.7	29.3	10.9
Johnston County Schools	Micro-Pine Level Elementary	510372	Math Grade 5	16.8	25.3	12.6	36.8	8.4
Johnston County Schools	Micro-Pine Level Elementary	510372	All Science	22.1	25.3	15.8	31.6	5.3
Johnston County Schools	Micro-Pine Level Elementary	510372	Science Grade 5	22.1	25.3	15.8	31.6	5.3
Johnston County Schools	Powhatan Elementary	510373	All Subjects	7.3	14.6	13.9	44.0	20.2
Johnston County Schools	Powhatan Elementary	510373	All EOG	7.3	14.6	13.9	44.0	20.2
Johnston County Schools	Powhatan Elementary	510373	EOG Grade 3	<5	9.2	14.3	42.3	30.6
Johnston County Schools	Powhatan Elementary	510373	EOG Grade 4	9.9	12.1	10.4	43.4	24.2
Johnston County Schools	Powhatan Elementary	510373	EOG Grade 5	7.9	18.5	15.3	45.2	13.0
Johnston County Schools	Powhatan Elementary	510373	All Reading	7.6	14.9	17.8	43.5	16.2
Johnston County Schools	Powhatan Elementary	510373	Reading Grade 3	6.1	8.2	15.3	41.8	28.6
Johnston County Schools	Powhatan Elementary	510373	Reading Grade 4	12.1	13.2	12.1	47.3	15.4
Johnston County Schools	Powhatan Elementary	510373	Reading Grade 5	5.6	21.4	23.8	42.1	7.1
Johnston County Schools	Powhatan Elementary	510373	All Math	7.3	14.0	10.5	41.9	26.3
Johnston County Schools	Powhatan Elementary	510373	Math Grade 3	<5	10.2	13.3	42.9	32.7
Johnston County Schools	Powhatan Elementary	510373	Math Grade 4	7.7	11.0	8.8	39.6	33.0
Johnston County Schools	Powhatan Elementary	510373	Math Grade 5	11.9	19.0	9.5	42.9	16.7
Johnston County Schools	Powhatan Elementary	510373	All Science	6.3	15.1	12.7	50.8	15.1
Johnston County Schools	Powhatan Elementary	510373	Science Grade 5	6.3	15.1	12.7	50.8	15.1
Johnston County Schools	Princeton Elementary	510374	All Subjects	16.9	19.9	12.4	39.1	11.7
Johnston County Schools	Princeton Elementary	510374	All EOG	16.9	19.9	12.4	39.1	11.7
Johnston County Schools	Princeton Elementary	510374	EOG Grade 3	18.2	17.1	13.6	34.5	16.7
Johnston County Schools	Princeton Elementary	510374	EOG Grade 4	23.6	22.0	12.4	35.6	6.4
Johnston County Schools	Princeton Elementary	510374	EOG Grade 5	12.6	20.3	11.8	43.6	11.8
Johnston County Schools	Princeton Elementary	510374	All Reading	23.4	21.0	14.6	33.9	7.1
Johnston County Schools	Princeton Elementary	510374	Reading Grade 3	24.0	18.6	12.4	29.5	15.5
Johnston County Schools	Princeton Elementary	510374	Reading Grade 4	29.6	21.6	13.6	33.6	<5
Johnston County Schools	Princeton Elementary	510374	Reading Grade 5	17.9	22.4	17.3	37.8	<5
Johnston County Schools	Princeton Elementary	510374	All Math	12.7	19.5	10.2	41.5	16.1
Johnston County Schools	Princeton Elementary	510374	Math Grade 3	12.4	15.5	14.7	39.5	17.8
Johnston County Schools	Princeton Elementary	510374	Math Grade 4	17.6	22.4	11.2	37.6	11.2
Johnston County Schools	Princeton Elementary	510374	Math Grade 5	9.0	20.5	5.8	46.2	18.6
Johnston County Schools	Princeton Elementary	510374	All Science	10.9	17.9	12.2	46.8	12.2
Johnston County Schools	Princeton Elementary	510374	Science Grade 5	10.9	17.9	12.2	46.8	12.2
Johnston County Schools	Princeton High	510376	All Subjects	16.3	23.9	11.3	36.6	11.8
Johnston County Schools	Princeton High	510376	All EOG	17.6	24.8	10.4	33.9	13.3
Johnston County Schools	Princeton High	510376	EOG Grade 6	16.9	23.9	12.1	37.9	9.2
Johnston County Schools	Princeton High	510376	EOG Grade 7	20.6	31.1	10.8	26.9	10.5
Johnston County Schools	Princeton High	510376	EOG Grade 8	15.9	20.8	9.0	36.2	18.2
Johnston County Schools	Princeton High	510376	All Reading	14.2	26.9	14.2	36.4	8.3
Johnston County Schools	Princeton High	510376	Reading Grade 6	12.5	25.0	15.4	40.4	6.6
Johnston County Schools	Princeton High	510376	Reading Grade 7	14.7	28.7	12.6	34.3	9.8
Johnston County Schools	Princeton High	510376	Reading Grade 8	15.4	26.9	14.6	34.6	8.5
Johnston County Schools	Princeton High	510376	All Math	24.4	28.9	7.1	27.1	12.5
Johnston County Schools	Princeton High	510376	Math Grade 6	21.3	22.8	8.8	35.3	11.8
Johnston County Schools	Princeton High	510376	Math Grade 7	26.6	33.6	9.1	19.6	11.2
Johnston County Schools	Princeton High	510376	Math Grade 8	25.4	30.0	<5	26.9	14.6
Johnston County Schools	Princeton High	510376	All Science	6.9	5.4	9.2	46.9	31.5
Johnston County Schools	Princeton High	510376	Science Grade 8	6.9	5.4	9.2	46.9	31.5
Johnston County Schools	Princeton High	510376	All EOC	13.3	22.0	13.3	42.7	8.7
Johnston County Schools	Princeton High	510376	Math I	17.1	23.3	17.8	32.9	8.9
Johnston County Schools	Princeton High	510376	Biology	11.2	27.3	9.8	37.1	14.7
Johnston County Schools	Princeton High	510376	English II	11.6	15.6	12.2	57.8	<5
Johnston County Schools	River Dell Elementary	510377	All Subjects	7.6	17.0	11.9	47.3	16.2
Johnston County Schools	River Dell Elementary	510377	All EOG	7.6	17.0	11.9	47.3	16.2
Johnston County Schools	River Dell Elementary	510377	EOG Grade 3	10.0	14.4	12.5	49.7	13.4
Johnston County Schools	River Dell Elementary	510377	EOG Grade 4	8.8	18.2	9.5	43.2	20.3
Johnston County Schools	River Dell Elementary	510377	EOG Grade 5	<5	18.2	13.1	48.4	15.3
Johnston County Schools	River Dell Elementary	510377	All Reading	11.0	16.0	14.6	46.5	11.9
Johnston County Schools	River Dell Elementary	510377	Reading Grade 3	12.5	12.5	11.3	51.3	12.5
Johnston County Schools	River Dell Elementary	510377	Reading Grade 4	12.2	13.5	12.8	48.0	13.5
Johnston County Schools	River Dell Elementary	510377	Reading Grade 5	8.0	22.6	20.4	39.4	9.5
Johnston County Schools	River Dell Elementary	510377	All Math	5.4	20.4	8.5	46.1	19.6
Johnston County Schools	River Dell Elementary	510377	Math Grade 3	7.5	16.3	13.8	48.1	14.4
Johnston County Schools	River Dell Elementary	510377	Math Grade 4	5.4	23.0	6.1	38.5	27.0
Johnston County Schools	River Dell Elementary	510377	Math Grade 5	<5	22.6	5.1	51.8	17.5
Johnston County Schools	River Dell Elementary	510377	All Science	<5	9.5	13.9	54.0	19.0
Johnston County Schools	River Dell Elementary	510377	Science Grade 5	<5	9.5	13.9	54.0	19.0
Johnston County Schools	Riverwood Elementary	510378	All Subjects	10.6	16.1	10.5	46.3	16.5
Johnston County Schools	Riverwood Elementary	510378	All EOG	10.6	16.1	10.5	46.3	16.5
Johnston County Schools	Riverwood Elementary	510378	EOG Grade 3	9.8	14.0	10.5	43.7	22.0
Johnston County Schools	Riverwood Elementary	510378	EOG Grade 4	12.9	17.4	8.7	49.1	12.0
Johnston County Schools	Riverwood Elementary	510378	EOG Grade 5	9.5	16.6	11.8	45.8	16.3
Johnston County Schools	Riverwood Elementary	510378	All Reading	12.3	14.6	12.7	45.8	14.6
Johnston County Schools	Riverwood Elementary	510378	Reading Grade 3	13.3	11.9	10.5	42.0	22.4
Johnston County Schools	Riverwood Elementary	510378	Reading Grade 4	12.6	15.6	12.0	50.9	9.0
Johnston County Schools	Riverwood Elementary	510378	Reading Grade 5	11.0	16.1	15.5	43.9	13.5
Johnston County Schools	Riverwood Elementary	510378	All Math	9.9	18.1	7.3	46.9	17.8
Johnston County Schools	Riverwood Elementary	510378	Math Grade 3	6.3	16.1	10.5	45.5	21.7
Johnston County Schools	Riverwood Elementary	510378	Math Grade 4	13.2	19.2	5.4	47.3	15.0
Johnston County Schools	Riverwood Elementary	510378	Math Grade 5	9.7	18.7	6.5	47.7	17.4
Johnston County Schools	Riverwood Elementary	510378	All Science	7.7	14.8	13.5	45.8	18.1
Johnston County Schools	Riverwood Elementary	510378	Science Grade 5	7.7	14.8	13.5	45.8	18.1
Johnston County Schools	Riverwood Middle	510379	All Subjects	11.6	18.2	8.6	42.8	18.7
Johnston County Schools	Riverwood Middle	510379	All EOG	12.2	19.1	8.9	41.9	17.9
Johnston County Schools	Riverwood Middle	510379	EOG Grade 6	17.1	22.0	7.4	36.7	16.8
Johnston County Schools	Riverwood Middle	510379	EOG Grade 7	15.6	22.1	8.4	38.3	15.6
Johnston County Schools	Riverwood Middle	510379	EOG Grade 8	6.8	15.3	10.1	47.6	20.2
Johnston County Schools	Riverwood Middle	510379	All Reading	7.2	18.5	10.2	46.6	17.6
Johnston County Schools	Riverwood Middle	510379	Reading Grade 6	8.4	21.1	7.9	43.7	18.9
Johnston County Schools	Riverwood Middle	510379	Reading Grade 7	7.9	19.2	8.7	46.6	17.6
Johnston County Schools	Riverwood Middle	510379	Reading Grade 8	5.2	15.2	13.9	49.5	16.2
Johnston County Schools	Riverwood Middle	510379	All Math	20.2	24.4	8.4	32.7	14.2
Johnston County Schools	Riverwood Middle	510379	Math Grade 6	25.8	22.9	6.8	29.7	14.7
Johnston County Schools	Riverwood Middle	510379	Math Grade 7	23.3	24.9	8.1	30.1	13.6
Johnston County Schools	Riverwood Middle	510379	Math Grade 8	11.8	25.4	10.2	38.2	14.4
Johnston County Schools	Riverwood Middle	510379	All Science	<5	5.2	6.3	55.2	29.8
Johnston County Schools	Riverwood Middle	510379	Science Grade 8	<5	5.2	6.3	55.2	29.8
Johnston County Schools	Riverwood Middle	510379	All EOC	<5	<5	<5	61.1	33.6
Johnston County Schools	Riverwood Middle	510379	Math I	<5	<5	<5	61.1	33.6
Johnston County Schools	South Campus Community High	510380	All Subjects	72.1	20.9	<5	<5	<5
Johnston County Schools	South Campus Community High	510380	All EOC	72.1	20.9	<5	<5	<5
Johnston County Schools	South Campus Community High	510380	Math I	62.5	25.0	6.3	6.3	<5
Johnston County Schools	South Campus Community High	510380	Biology	66.7	22.2	<5	11.1	<5
Johnston County Schools	South Campus Community High	510380	English II	83.3	16.7	<5	<5	<5
Johnston County Schools	South Campus Community Middle	510381	All Subjects	60.7	27.3	5.3	6.0	<5
Johnston County Schools	South Campus Community Middle	510381	All EOG	60.7	27.3	5.3	6.0	<5
Johnston County Schools	South Campus Community Middle	510381	EOG Grade 6	78.6	21.4	<5	<5	<5
Johnston County Schools	South Campus Community Middle	510381	EOG Grade 7	37.5	40.0	7.5	12.5	<5
Johnston County Schools	South Campus Community Middle	510381	EOG Grade 8	67.7	22.9	5.2	<5	<5
Johnston County Schools	South Campus Community Middle	510381	All Reading	47.5	35.6	6.8	8.5	<5
Johnston County Schools	South Campus Community Middle	510381	Reading Grade 6	85.7	14.3	<5	<5	<5
Johnston County Schools	South Campus Community Middle	510381	Reading Grade 7	20.0	55.0	5.0	15.0	5.0
Johnston County Schools	South Campus Community Middle	510381	Reading Grade 8	56.3	28.1	9.4	6.3	<5
Johnston County Schools	South Campus Community Middle	510381	All Math	71.2	22.0	<5	<5	<5
Johnston County Schools	South Campus Community Middle	510381	Math Grade 6	71.4	28.6	<5	<5	<5
Johnston County Schools	South Campus Community Middle	510381	Math Grade 7	55.0	25.0	10.0	10.0	<5
Johnston County Schools	South Campus Community Middle	510381	Math Grade 8	81.3	18.8	<5	<5	<5
Johnston County Schools	South Campus Community Middle	510381	All Science	65.6	21.9	6.3	6.3	<5
Johnston County Schools	South Campus Community Middle	510381	Science Grade 8	65.6	21.9	6.3	6.3	<5
Johnston County Schools	Selma Elementary	510388	All Subjects	40.0	26.6	10.1	20.1	<5
Johnston County Schools	Selma Elementary	510388	All EOG	40.0	26.6	10.1	20.1	<5
Johnston County Schools	Selma Elementary	510388	EOG Grade 3	37.6	24.2	11.2	24.5	<5
Johnston County Schools	Selma Elementary	510388	EOG Grade 4	47.1	25.3	7.4	17.3	<5
Johnston County Schools	Selma Elementary	510388	EOG Grade 5	36.9	29.3	11.1	18.9	<5
Johnston County Schools	Selma Elementary	510388	All Reading	41.4	23.8	12.5	19.3	<5
Johnston County Schools	Selma Elementary	510388	Reading Grade 3	38.8	24.8	13.9	21.8	<5
Johnston County Schools	Selma Elementary	510388	Reading Grade 4	45.5	21.2	8.3	21.2	<5
Johnston County Schools	Selma Elementary	510388	Reading Grade 5	40.0	25.3	15.3	14.7	<5
Johnston County Schools	Selma Elementary	510388	All Math	39.7	28.5	7.2	21.4	<5
Johnston County Schools	Selma Elementary	510388	Math Grade 3	36.4	23.6	8.5	27.3	<5
Johnston County Schools	Selma Elementary	510388	Math Grade 4	48.7	29.5	6.4	13.5	<5
Johnston County Schools	Selma Elementary	510388	Math Grade 5	34.0	32.7	6.7	23.3	<5
Johnston County Schools	Selma Elementary	510388	All Science	36.7	30.0	11.3	18.7	<5
Johnston County Schools	Selma Elementary	510388	Science Grade 5	36.7	30.0	11.3	18.7	<5
Johnston County Schools	Selma Middle School	510390	All Subjects	38.7	28.0	9.2	21.5	<5
Johnston County Schools	Selma Middle School	510390	All EOG	39.4	28.5	9.2	20.6	<5
Johnston County Schools	Selma Middle School	510390	EOG Grade 6	38.4	28.5	9.2	22.2	<5
Johnston County Schools	Selma Middle School	510390	EOG Grade 7	35.8	33.1	11.0	18.5	<5
Johnston County Schools	Selma Middle School	510390	EOG Grade 8	42.9	25.2	7.8	20.7	<5
Johnston County Schools	Selma Middle School	510390	All Reading	29.1	32.2	11.6	24.5	<5
Johnston County Schools	Selma Middle School	510390	Reading Grade 6	31.0	28.2	9.9	28.9	<5
Johnston County Schools	Selma Middle School	510390	Reading Grade 7	24.4	34.6	15.0	24.4	<5
Johnston County Schools	Selma Middle School	510390	Reading Grade 8	31.9	34.5	10.1	19.3	<5
Johnston County Schools	Selma Middle School	510390	All Math	49.2	28.1	7.5	13.9	<5
Johnston County Schools	Selma Middle School	510390	Math Grade 6	45.8	28.9	8.5	15.5	<5
Johnston County Schools	Selma Middle School	510390	Math Grade 7	47.2	31.5	7.1	12.6	<5
Johnston County Schools	Selma Middle School	510390	Math Grade 8	55.5	23.5	6.7	13.4	<5
Johnston County Schools	Selma Middle School	510390	All Science	41.2	17.6	6.7	29.4	5.0
Johnston County Schools	Selma Middle School	510390	Science Grade 8	41.2	17.6	6.7	29.4	5.0
Johnston County Schools	Selma Middle School	510390	All EOC	<5	<5	11.8	70.6	17.6
Johnston County Schools	Selma Middle School	510390	Math I	<5	<5	11.8	70.6	17.6
Johnston County Schools	West Smithfield Elementary	510396	All Subjects	39.5	28.9	8.9	18.1	<5
Johnston County Schools	West Smithfield Elementary	510396	All EOG	39.5	28.9	8.9	18.1	<5
Johnston County Schools	West Smithfield Elementary	510396	EOG Grade 3	47.4	30.3	7.9	11.8	<5
Johnston County Schools	West Smithfield Elementary	510396	EOG Grade 4	44.9	30.3	6.7	13.5	<5
Johnston County Schools	West Smithfield Elementary	510396	EOG Grade 5	31.0	27.1	11.0	25.1	5.9
Johnston County Schools	West Smithfield Elementary	510396	All Reading	44.0	28.8	11.6	12.8	<5
Johnston County Schools	West Smithfield Elementary	510396	Reading Grade 3	44.7	34.2	9.2	9.2	<5
Johnston County Schools	West Smithfield Elementary	510396	Reading Grade 4	51.7	25.8	5.6	15.7	<5
Johnston County Schools	West Smithfield Elementary	510396	Reading Grade 5	35.3	27.1	20.0	12.9	<5
Johnston County Schools	West Smithfield Elementary	510396	All Math	40.8	32.0	6.0	15.6	5.6
Johnston County Schools	West Smithfield Elementary	510396	Math Grade 3	50.0	26.3	6.6	14.5	<5
Johnston County Schools	West Smithfield Elementary	510396	Math Grade 4	38.2	34.8	7.9	11.2	7.9
Johnston County Schools	West Smithfield Elementary	510396	Math Grade 5	35.3	34.1	<5	21.2	5.9
Johnston County Schools	West Smithfield Elementary	510396	All Science	22.4	20.0	9.4	41.2	7.1
Johnston County Schools	West Smithfield Elementary	510396	Science Grade 5	22.4	20.0	9.4	41.2	7.1
Johnston County Schools	Smithfield Middle	510397	All Subjects	27.7	30.0	11.2	25.1	6.0
Johnston County Schools	Smithfield Middle	510397	All EOG	28.1	30.4	11.3	24.7	5.5
Johnston County Schools	Smithfield Middle	510397	EOG Grade 6	30.3	30.1	13.3	20.3	6.1
Johnston County Schools	Smithfield Middle	510397	EOG Grade 7	24.8	35.6	9.6	24.2	5.8
Johnston County Schools	Smithfield Middle	510397	EOG Grade 8	28.7	27.1	11.1	28.0	5.0
Johnston County Schools	Smithfield Middle	510397	All Reading	19.4	35.4	13.3	26.2	5.7
Johnston County Schools	Smithfield Middle	510397	Reading Grade 6	22.3	37.9	14.5	21.1	<5
Johnston County Schools	Smithfield Middle	510397	Reading Grade 7	12.4	36.0	12.8	31.2	7.6
Johnston County Schools	Smithfield Middle	510397	Reading Grade 8	23.6	32.1	12.6	26.4	5.3
Johnston County Schools	Smithfield Middle	510397	All Math	37.9	30.1	9.4	18.1	<5
Johnston County Schools	Smithfield Middle	510397	Math Grade 6	38.3	22.3	12.1	19.5	7.8
Johnston County Schools	Smithfield Middle	510397	Math Grade 7	37.2	35.2	6.4	17.2	<5
Johnston County Schools	Smithfield Middle	510397	Math Grade 8	38.2	32.9	9.8	17.5	<5
Johnston County Schools	Smithfield Middle	510397	All Science	24.4	16.3	11.0	40.2	8.1
Johnston County Schools	Smithfield Middle	510397	Science Grade 8	24.4	16.3	11.0	40.2	8.1
Johnston County Schools	Smithfield Middle	510397	All EOC	<5	<5	<5	56.5	39.1
Johnston County Schools	Smithfield Middle	510397	Math I	<5	<5	<5	56.5	39.1
Johnston County Schools	Smithfield-Selma High	510399	All Subjects	35.1	25.9	11.9	25.5	<5
Johnston County Schools	Smithfield-Selma High	510399	All EOC	35.1	25.9	11.9	25.5	<5
Johnston County Schools	Smithfield-Selma High	510399	Math I	35.6	25.3	17.6	19.7	<5
Johnston County Schools	Smithfield-Selma High	510399	Biology	39.1	27.7	9.0	23.2	<5
Johnston County Schools	Smithfield-Selma High	510399	English II	31.0	24.9	9.4	32.5	<5
Johnston County Schools	South Johnston High	510402	All Subjects	25.0	23.7	12.5	35.0	<5
Johnston County Schools	South Johnston High	510402	All EOC	25.0	23.7	12.5	35.0	<5
Johnston County Schools	South Johnston High	510402	Math I	28.1	22.1	20.1	28.4	<5
Johnston County Schools	South Johnston High	510402	Biology	22.1	27.6	7.8	35.0	7.5
Johnston County Schools	South Johnston High	510402	English II	24.9	21.9	9.6	41.0	<5
Johnston County Schools	South Smithfield Elementary	510404	All Subjects	27.4	28.7	11.9	24.5	7.5
Johnston County Schools	South Smithfield Elementary	510404	All EOG	27.4	28.7	11.9	24.5	7.5
Johnston County Schools	South Smithfield Elementary	510404	EOG Grade 3	27.3	21.9	12.5	27.3	10.9
Johnston County Schools	South Smithfield Elementary	510404	EOG Grade 4	29.2	31.2	11.7	20.8	7.1
Johnston County Schools	South Smithfield Elementary	510404	EOG Grade 5	26.2	30.8	11.8	25.3	5.9
Johnston County Schools	South Smithfield Elementary	510404	All Reading	28.6	24.5	13.2	27.3	6.4
Johnston County Schools	South Smithfield Elementary	510404	Reading Grade 3	26.6	20.3	12.5	32.8	7.8
Johnston County Schools	South Smithfield Elementary	510404	Reading Grade 4	32.5	20.8	14.3	29.9	<5
Johnston County Schools	South Smithfield Elementary	510404	Reading Grade 5	26.6	31.6	12.7	20.3	8.9
Johnston County Schools	South Smithfield Elementary	510404	All Math	25.5	33.6	10.5	20.0	10.5
Johnston County Schools	South Smithfield Elementary	510404	Math Grade 3	28.1	23.4	12.5	21.9	14.1
Johnston County Schools	South Smithfield Elementary	510404	Math Grade 4	26.0	41.6	9.1	11.7	11.7
Johnston County Schools	South Smithfield Elementary	510404	Math Grade 5	22.8	34.2	10.1	26.6	6.3
Johnston County Schools	South Smithfield Elementary	510404	All Science	29.1	26.6	12.7	29.1	<5
Johnston County Schools	South Smithfield Elementary	510404	Science Grade 5	29.1	26.6	12.7	29.1	<5
Johnston County Schools	West Johnston High	510406	All Subjects	22.8	20.7	10.5	37.8	8.2
Johnston County Schools	West Johnston High	510406	All EOC	22.8	20.7	10.5	37.8	8.2
Johnston County Schools	West Johnston High	510406	Math I	29.9	17.4	14.5	34.9	<5
Johnston County Schools	West Johnston High	510406	Biology	22.3	27.0	5.3	32.0	13.5
Johnston County Schools	West Johnston High	510406	English II	13.2	18.9	10.4	48.1	9.4
Johnston County Schools	Wilson's Mills Elementary	510408	All Subjects	16.1	25.5	11.5	36.1	10.7
Johnston County Schools	Wilson's Mills Elementary	510408	All EOG	16.1	25.5	11.5	36.1	10.7
Johnston County Schools	Wilson's Mills Elementary	510408	EOG Grade 3	22.3	29.9	14.7	27.7	5.4
Johnston County Schools	Wilson's Mills Elementary	510408	EOG Grade 4	25.0	26.1	9.4	31.7	7.8
